,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Pitch_Variability,Major_or_Minor,Most_Common_Melodic_Interval,Number_of_Common_Melodic_Intervals,Repeated_Notes,Mean_Tempo,Tempo_Variability,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Rhythmic_Variability,Voice_Equality_-_Range,Variation_of_Dynamics
"C:\Users\Karola\Desktop\Music Curation and Analytics\labs\week4\after-the-gold-rush.mid",30.0, 9.0, 1.0, 1.0, 52.0, 2.0, 61.39, 5.16, 62.0, 2.0, 0.1101, 11.12, 0.0, 0.0, 3.0, 0.4342, 114.1, 0.6763, 0.0, 3.025, 0.4661, 0.03847, 19.8, 4.37
